"","EG_node1","EG_node2","Source"
"17205","5295","480","metabosignal"
"17206","5295","79837","metabosignal"
"17207","5295","5305","metabosignal"
"17208","5295","8396","metabosignal"
"17209","5295","4952","metabosignal"
"17210","5295","3633","metabosignal"
"17211","5295","8867","metabosignal"
"17212","8871","5295","metabosignal"
"17213","5295","56623","metabosignal"
"17214","5295","C05981","metabosignal"
"17215","5295","5728","metabosignal"
"17216","5295","3631","metabosignal"
"17217","5295","8821","metabosignal"
"17218","5295","4534","metabosignal"
"17219","5295","8897","metabosignal"
"17220","5295","9110","metabosignal"
"17221","5295","8776","metabosignal"
"17222","5295","8898","metabosignal"
"17223","5295","64419","metabosignal"
"17224","5295","55613","metabosignal"
"17225","5295","9107","metabosignal"
"17226","5295","9108","metabosignal"
"17227","5295","5297","metabosignal"
"17228","5295","55361","metabosignal"
"17229","5295","55300","metabosignal"
"17230","5295","5298","metabosignal"
"17231","23396","5295","metabosignal"
"17232","5295","8394","metabosignal"
"17233","5295","8395","metabosignal"
"17234","5295","5333","metabosignal"
"17235","5295","113026","metabosignal"
"17236","5295","84812","metabosignal"
"17237","5295","23236","metabosignal"
"17238","5295","5330","metabosignal"
"17239","5295","5331","metabosignal"
"17240","5295","5332","metabosignal"
"17241","5295","5336","metabosignal"
"17242","5295","51196","metabosignal"
"17243","5295","89869","metabosignal"
"17244","5335","5295","metabosignal"
"17245","5295","200576","metabosignal"
"17246","5295","10423","metabosignal"
"17247","5295","3635","metabosignal"
"17248","3636","5295","metabosignal"
"17249","5295","90809","metabosignal"
"17250","5295","55529","metabosignal"
"17251","5295","5170","metabosignal"
"17252","5894","5295","metabosignal"
"17253","5295","5906","metabosignal"
"17254","5295","5908","metabosignal"
"17255","5295","22800","metabosignal"
"17256","22808","5295","metabosignal"
"17257","3265","5295","metabosignal"
"17258","3845","5295","metabosignal"
"17259","5295","4893","metabosignal"
"17260","5295","6237","metabosignal"
"17261","5295","55970","metabosignal"
"17262","5295","5156","metabosignal"
"17263","5295","5159","metabosignal"
"17264","2260","5295","metabosignal"
"17265","5295","2261","metabosignal"
"17266","5295","2263","metabosignal"
"17267","5295","2264","metabosignal"
"17268","5295","10000","metabosignal"
"17269","5295","207","metabosignal"
"17270","5295","208","metabosignal"
"17271","5295","7186","metabosignal"
"17272","5295","5879","metabosignal"
"17273","5295","5880","metabosignal"
"17274","5295","5881","metabosignal"
"17275","5295","2066","metabosignal"
"17276","5295","2065","metabosignal"
"17277","5295","2064","metabosignal"
"17278","5295","2475","metabosignal"
"17279","5295","2549","metabosignal"
"17280","5295","5747","metabosignal"
"17281","5296","476","metabosignal"
"17282","5296","477","metabosignal"
"17283","5296","478","metabosignal"
"17284","5296","480","metabosignal"
"17285","5296","79837","metabosignal"
"17286","5296","5305","metabosignal"
"17287","5296","8396","metabosignal"
"17288","5296","4952","metabosignal"
"17289","5296","3633","metabosignal"
"17290","5296","8867","metabosignal"
"17291","5296","8871","metabosignal"
"17292","5296","56623","metabosignal"
"17293","5296","C05981","metabosignal"
"17294","5296","5728","metabosignal"
"17295","5296","3631","metabosignal"
"17296","5296","8821","metabosignal"
"17297","5296","4534","metabosignal"
"17298","5296","8897","metabosignal"
"17299","5296","9110","metabosignal"
"17300","5296","8776","metabosignal"
"17301","5296","8898","metabosignal"
"17302","5296","64419","metabosignal"
"17303","5296","55613","metabosignal"
"17304","5296","9107","metabosignal"
"17305","5296","9108","metabosignal"
"17306","5296","5297","metabosignal"
"17307","5296","55361","metabosignal"
"17308","5296","55300","metabosignal"
"17309","5296","5298","metabosignal"
"17310","5296","23396","metabosignal"
"17311","5296","8394","metabosignal"
"17312","5296","8395","metabosignal"
"17313","5296","5333","metabosignal"
"17314","5296","113026","metabosignal"
"17315","5296","84812","metabosignal"
"17316","5296","23236","metabosignal"
"17317","5296","5330","metabosignal"
"17318","5296","5331","metabosignal"
"17319","5296","5332","metabosignal"
"17320","5296","5336","metabosignal"
"17321","5296","51196","metabosignal"
"17322","5296","89869","metabosignal"
"17323","5296","5335","metabosignal"
"17324","5296","200576","metabosignal"
"17325","5296","10423","metabosignal"
"17326","5296","3635","metabosignal"
"17327","5296","3636","metabosignal"
"17328","5296","90809","metabosignal"
"17329","5296","55529","metabosignal"
"17330","5296","5170","metabosignal"
"17331","5296","5894","metabosignal"
"17332","5296","5906","metabosignal"
"17333","5296","5908","metabosignal"
"17334","5296","22800","metabosignal"
"17335","5296","22808","metabosignal"
"17336","5296","3265","metabosignal"
"17337","5296","3845","metabosignal"
"17338","5296","4893","metabosignal"
"17339","5296","6237","metabosignal"
"17340","5296","55970","metabosignal"
"17341","5296","5156","metabosignal"
"17342","5296","5159","metabosignal"
"17343","5296","2260","metabosignal"
"17344","5296","2261","metabosignal"
"17345","5296","2263","metabosignal"
"17346","5296","2264","metabosignal"
"17347","5296","10000","metabosignal"
"17348","5296","207","metabosignal"
"17349","5296","208","metabosignal"
"17350","5296","7186","metabosignal"
"17351","5296","5879","metabosignal"
"17352","5296","5880","metabosignal"
"17353","5296","5881","metabosignal"
"17354","5296","2066","metabosignal"
"17355","5296","2065","metabosignal"
"17356","5296","2064","metabosignal"
"17357","5296","2475","metabosignal"
"17358","5296","2549","metabosignal"
"17359","5296","5747","metabosignal"
"17360","8503","476","metabosignal"
"17361","8503","477","metabosignal"
"17362","8503","478","metabosignal"
"17363","8503","480","metabosignal"
"17364","8503","79837","metabosignal"
"17365","8503","5305","metabosignal"
"17366","8503","8396","metabosignal"
"17367","4952","8503","metabosignal"
"17368","8503","3633","metabosignal"
"17369","8503","8867","metabosignal"
"17370","8871","8503","metabosignal"
"17371","8503","56623","metabosignal"
"17372","8503","C05981","metabosignal"
"17373","8503","5728","metabosignal"
"17374","8503","3631","metabosignal"
"17375","8503","8821","metabosignal"
"17376","8503","4534","metabosignal"
"17377","8503","8897","metabosignal"
"17378","8503","9110","metabosignal"
"17379","8503","8776","metabosignal"
"17380","8503","8898","metabosignal"
"17381","8503","64419","metabosignal"
"17382","8503","55613","metabosignal"
"17383","8503","9107","metabosignal"
"17384","8503","9108","metabosignal"
"17385","8503","5297","metabosignal"
"17386","8503","55361","metabosignal"
"17387","8503","55300","metabosignal"
"17388","8503","5298","metabosignal"
"17389","23396","8503","metabosignal"
"17390","8503","8394","metabosignal"
"17391","8503","8395","metabosignal"
"17392","8503","5333","metabosignal"
"17393","8503","113026","metabosignal"
"17394","8503","84812","metabosignal"
"17395","8503","23236","metabosignal"
"17396","8503","5330","metabosignal"
"17397","8503","5331","metabosignal"
"17398","8503","5332","metabosignal"
"17399","8503","5336","metabosignal"
"17400","8503","51196","metabosignal"
"17401","8503","89869","metabosignal"
"17402","5335","8503","metabosignal"
"17403","8503","200576","metabosignal"
"17404","8503","10423","metabosignal"
"17405","8503","3635","metabosignal"
"17406","3636","8503","metabosignal"
"17407","8503","90809","metabosignal"
"17408","8503","55529","metabosignal"
"17409","8503","5170","metabosignal"
"17410","5894","8503","metabosignal"
"17411","8503","5906","metabosignal"
"17412","8503","5908","metabosignal"
"17413","22800","8503","metabosignal"
"17414","22808","8503","metabosignal"
"17415","3265","8503","metabosignal"
"17416","3845","8503","metabosignal"
"17417","8503","4893","metabosignal"
"17418","8503","6237","metabosignal"
"17419","8503","55970","metabosignal"
"17420","8503","5156","metabosignal"
"17421","8503","5159","metabosignal"
"17422","2260","8503","metabosignal"
"17423","8503","2261","metabosignal"
"17424","8503","2263","metabosignal"
"17425","8503","2264","metabosignal"
"17426","8503","10000","metabosignal"
"17427","8503","207","metabosignal"
"17428","8503","208","metabosignal"
"17429","8503","7186","metabosignal"
"17430","5879","8503","metabosignal"
"17431","8503","5880","metabosignal"
"17432","8503","5881","metabosignal"
"17433","8503","2066","metabosignal"
"17434","8503","2065","metabosignal"
"17435","8503","2064","metabosignal"
"17436","2475","8503","metabosignal"
"17437","8503","2549","metabosignal"
"17438","5747","8503","metabosignal"
"17439","6714","5290","metabosignal"
"17440","6714","5291","metabosignal"
"17441","6714","5578","metabosignal"
"17442","5579","6714","metabosignal"
"17443","6714","5906","metabosignal"
"17444","6714","5908","metabosignal"
"17445","3265","6714","metabosignal"
"17446","3845","6714","metabosignal"
"17447","6714","4893","metabosignal"
"17448","6714","998","metabosignal"
"17449","6714","5747","metabosignal"
"17450","6714","25759","metabosignal"
"17451","6714","399694","metabosignal"
"17452","6714","53358","metabosignal"
"17453","6714","6464","metabosignal"
"17454","6714","5295","metabosignal"
"17455","5296","6714","metabosignal"
"17456","6714","8503","metabosignal"
"17457","2066","145957","metabosignal"
"17458","369","5605","metabosignal"
"17459","369","5604","metabosignal"
"17460","3265","369","metabosignal"
"17461","3845","369","metabosignal"
"17462","369","4893","metabosignal"
"17463","5156","1435","metabosignal"
"17464","5159","1435","metabosignal"
"17465","2260","1435","metabosignal"
"17466","2261","1435","metabosignal"
"17467","2263","1435","metabosignal"
"17468","2264","1435","metabosignal"
"17469","5156","1942","metabosignal"
"17470","5159","1942","metabosignal"
"17471","2260","1942","metabosignal"
"17472","2261","1942","metabosignal"
"17473","2263","1942","metabosignal"
"17474","2264","1942","metabosignal"
"17475","5156","1943","metabosignal"
"17476","5159","1943","metabosignal"
"17477","2260","1943","metabosignal"
"17478","2261","1943","metabosignal"
"17479","2263","1943","metabosignal"
"17480","2264","1943","metabosignal"
"17481","5156","1944","metabosignal"
"17482","5159","1944","metabosignal"
"17483","2260","1944","metabosignal"
"17484","2261","1944","metabosignal"
"17485","2263","1944","metabosignal"
"17486","2264","1944","metabosignal"
"17487","1945","5156","metabosignal"
"17488","1945","5159","metabosignal"
"17489","2260","1945","metabosignal"
"17490","1945","2261","metabosignal"
"17491","1945","2263","metabosignal"
"17492","1945","2264","metabosignal"
"17493","1946","5156","metabosignal"
"17494","1946","5159","metabosignal"
"17495","2260","1946","metabosignal"
"17496","1946","2261","metabosignal"
"17497","1946","2263","metabosignal"
"17498","1946","2264","metabosignal"
"17499","5970","2277","metabosignal"
"17500","5156","2277","metabosignal"
"17501","5159","2277","metabosignal"
"17502","2260","2277","metabosignal"
"17503","2261","2277","metabosignal"
"17504","2263","2277","metabosignal"
"17505","2264","2277","metabosignal"
"17506","3725","2277","metabosignal"
"17507","5156","284","metabosignal"
"17508","5159","284","metabosignal"
"17509","2260","284","metabosignal"
"17510","2261","284","metabosignal"
"17511","2263","284","metabosignal"
"17512","2264","284","metabosignal"
"17513","5156","285","metabosignal"
"17514","5159","285","metabosignal"
"17515","2260","285","metabosignal"
"17516","2261","285","metabosignal"
"17517","2263","285","metabosignal"
"17518","2264","285","metabosignal"
"17519","5156","3082","metabosignal"
"17520","5159","3082","metabosignal"
"17521","2260","3082","metabosignal"
"17522","2261","3082","metabosignal"
"17523","2263","3082","metabosignal"
"17524","2264","3082","metabosignal"
"17525","5156","3479","metabosignal"
"17526","5159","3479","metabosignal"
"17527","2260","3479","metabosignal"
"17528","2261","3479","metabosignal"
"17529","2263","3479","metabosignal"
"17530","2264","3479","metabosignal"
"17531","2064","3479","metabosignal"
"17532","4254","5156","metabosignal"
"17533","4254","5159","metabosignal"
"17534","2260","4254","metabosignal"
"17535","4254","2261","metabosignal"
"17536","4254","2263","metabosignal"
"17537","4254","2264","metabosignal"
"17538","5156","51378","metabosignal"
"17539","5159","51378","metabosignal"
"17540","2260","51378","metabosignal"
"17541","2261","51378","metabosignal"
"17542","2263","51378","metabosignal"
"17543","2264","51378","metabosignal"
"17544","5156","5228","metabosignal"
"17545","5159","5228","metabosignal"
"17546","2260","5228","metabosignal"
"17547","2261","5228","metabosignal"
"17548","2263","5228","metabosignal"
"17549","2264","5228","metabosignal"
"17550","5156","56034","metabosignal"
"17551","5159","56034","metabosignal"
"17552","2260","56034","metabosignal"
"17553","2261","56034","metabosignal"
"17554","2263","56034","metabosignal"
"17555","2264","56034","metabosignal"
"17556","5970","7422","metabosignal"
"17557","5156","7422","metabosignal"
"17558","5159","7422","metabosignal"
"17559","2260","7422","metabosignal"
"17560","2261","7422","metabosignal"
"17561","2263","7422","metabosignal"
"17562","2264","7422","metabosignal"
"17563","3725","7422","metabosignal"
"17564","5970","7423","metabosignal"
"17565","5156","7423","metabosignal"
"17566","5159","7423","metabosignal"
"17567","2260","7423","metabosignal"
"17568","2261","7423","metabosignal"
"17569","2263","7423","metabosignal"
"17570","2264","7423","metabosignal"
"17571","3725","7423","metabosignal"
"17572","5970","7424","metabosignal"
"17573","5156","7424","metabosignal"
"17574","5159","7424","metabosignal"
"17575","2260","7424","metabosignal"
"17576","2261","7424","metabosignal"
"17577","2263","7424","metabosignal"
"17578","2264","7424","metabosignal"
"17579","3725","7424","metabosignal"
"17580","5156","80310","metabosignal"
"17581","5159","80310","metabosignal"
"17582","2260","80310","metabosignal"
"17583","2261","80310","metabosignal"
"17584","2263","80310","metabosignal"
"17585","2264","80310","metabosignal"
"17586","23236","1436","metabosignal"
"17587","5330","1436","metabosignal"
"17588","5331","1436","metabosignal"
"17589","5332","1436","metabosignal"
"17590","2885","1436","metabosignal"
"17591","5154","1436","metabosignal"
"17592","5155","1436","metabosignal"
"17593","2246","1436","metabosignal"
"17594","2247","1436","metabosignal"
"17595","2248","1436","metabosignal"
"17596","2249","1436","metabosignal"
"17597","2250","1436","metabosignal"
"17598","2251","1436","metabosignal"
"17599","2252","1436","metabosignal"
"17600","2253","1436","metabosignal"
"17601","2254","1436","metabosignal"
"17602","2255","1436","metabosignal"
"17603","2256","1436","metabosignal"
"17604","2257","1436","metabosignal"
"17605","2258","1436","metabosignal"
"17606","2259","1436","metabosignal"
"17607","26281","1436","metabosignal"
"17608","27006","1436","metabosignal"
"17609","8074","1436","metabosignal"
"17610","8817","1436","metabosignal"
"17611","8822","1436","metabosignal"
"17612","8823","1436","metabosignal"
"17613","9965","1436","metabosignal"
"17614","1950","1436","metabosignal"
"17615","4803","1436","metabosignal"
"17616","1398","1436","metabosignal"
"17617","1399","1436","metabosignal"
"17618","25759","1436","metabosignal"
"17619","399694","1436","metabosignal"
"17620","53358","1436","metabosignal"
"17621","6464","1436","metabosignal"
"17622","1435","1436","metabosignal"
"17623","1942","1436","metabosignal"
"17624","1943","1436","metabosignal"
"17625","1944","1436","metabosignal"
"17626","1945","1436","metabosignal"
"17627","1946","1436","metabosignal"
"17628","2277","1436","metabosignal"
"17629","284","1436","metabosignal"
"17630","285","1436","metabosignal"
"17631","3082","1436","metabosignal"
"17632","3479","1436","metabosignal"
"17633","4254","1436","metabosignal"
"17634","51378","1436","metabosignal"
"17635","5228","1436","metabosignal"
"17636","56034","1436","metabosignal"
"17637","7422","1436","metabosignal"
"17638","7423","1436","metabosignal"
"17639","7424","1436","metabosignal"
"17640","80310","1436","metabosignal"
"17641","23236","1969","metabosignal"
"17642","5330","1969","metabosignal"
"17643","5331","1969","metabosignal"
"17644","5332","1969","metabosignal"
"17645","2885","1969","metabosignal"
"17646","5154","1969","metabosignal"
"17647","5155","1969","metabosignal"
"17648","2246","1969","metabosignal"
"17649","2247","1969","metabosignal"
"17650","2248","1969","metabosignal"
"17651","2249","1969","metabosignal"
"17652","2250","1969","metabosignal"
"17653","2251","1969","metabosignal"
"17654","2252","1969","metabosignal"
"17655","2253","1969","metabosignal"
"17656","2254","1969","metabosignal"
"17657","2255","1969","metabosignal"
"17658","2256","1969","metabosignal"
"17659","2257","1969","metabosignal"
"17660","2258","1969","metabosignal"
"17661","2259","1969","metabosignal"
"17662","26281","1969","metabosignal"
"17663","27006","1969","metabosignal"
"17664","8074","1969","metabosignal"
"17665","8817","1969","metabosignal"
"17666","8822","1969","metabosignal"
"17667","8823","1969","metabosignal"
"17668","9965","1969","metabosignal"
"17669","1950","1969","metabosignal"
"17670","4803","1969","metabosignal"
"17671","1398","1969","metabosignal"
"17672","1399","1969","metabosignal"
"17673","25759","1969","metabosignal"
"17674","399694","1969","metabosignal"
"17675","53358","1969","metabosignal"
"17676","6464","1969","metabosignal"
"17677","1435","1969","metabosignal"
"17678","1942","1969","metabosignal"
"17679","1943","1969","metabosignal"
"17680","1944","1969","metabosignal"
"17681","1945","1969","metabosignal"
"17682","1946","1969","metabosignal"
"17683","2277","1969","metabosignal"
"17684","284","1969","metabosignal"
"17685","285","1969","metabosignal"
"17686","3082","1969","metabosignal"
"17687","3479","1969","metabosignal"
"17688","4254","1969","metabosignal"
"17689","51378","1969","metabosignal"
"17690","5228","1969","metabosignal"
"17691","56034","1969","metabosignal"
"17692","7422","1969","metabosignal"
"17693","7423","1969","metabosignal"
"17694","7424","1969","metabosignal"
"17695","80310","1969","metabosignal"
"17696","23236","2321","metabosignal"
"17697","5330","2321","metabosignal"
"17698","5331","2321","metabosignal"
"17699","5332","2321","metabosignal"
"17700","2885","2321","metabosignal"
"17701","5154","2321","metabosignal"
"17702","5155","2321","metabosignal"
"17703","2246","2321","metabosignal"
"17704","2247","2321","metabosignal"
"17705","2248","2321","metabosignal"
"17706","2249","2321","metabosignal"
"17707","2250","2321","metabosignal"
"17708","2251","2321","metabosignal"
"17709","2252","2321","metabosignal"
"17710","2253","2321","metabosignal"
"17711","2254","2321","metabosignal"
"17712","2255","2321","metabosignal"
"17713","2256","2321","metabosignal"
"17714","2257","2321","metabosignal"
"17715","2258","2321","metabosignal"
"17716","2259","2321","metabosignal"
"17717","26281","2321","metabosignal"
"17718","27006","2321","metabosignal"
"17719","8074","2321","metabosignal"
"17720","8817","2321","metabosignal"
"17721","8822","2321","metabosignal"
"17722","8823","2321","metabosignal"
"17723","9965","2321","metabosignal"
"17724","1950","2321","metabosignal"
"17725","4803","2321","metabosignal"
"17726","1398","2321","metabosignal"
"17727","1399","2321","metabosignal"
"17728","25759","2321","metabosignal"
"17729","399694","2321","metabosignal"
"17730","53358","2321","metabosignal"
"17731","6464","2321","metabosignal"
"17732","1435","2321","metabosignal"
"17733","1942","2321","metabosignal"
"17734","1943","2321","metabosignal"
"17735","1944","2321","metabosignal"
"17736","1945","2321","metabosignal"
"17737","1946","2321","metabosignal"
"17738","2277","2321","metabosignal"
"17739","284","2321","metabosignal"
"17740","285","2321","metabosignal"
"17741","3082","2321","metabosignal"
"17742","3479","2321","metabosignal"
"17743","4254","2321","metabosignal"
"17744","51378","2321","metabosignal"
"17745","5228","2321","metabosignal"
"17746","56034","2321","metabosignal"
"17747","7422","2321","metabosignal"
"17748","7423","2321","metabosignal"
"17749","7424","2321","metabosignal"
"17750","80310","2321","metabosignal"
"17751","23236","2324","metabosignal"
"17752","5330","2324","metabosignal"
"17753","5331","2324","metabosignal"
"17754","5332","2324","metabosignal"
"17755","2885","2324","metabosignal"
"17756","5154","2324","metabosignal"
"17757","5155","2324","metabosignal"
"17758","2246","2324","metabosignal"
"17759","2247","2324","metabosignal"
"17760","2248","2324","metabosignal"
"17761","2249","2324","metabosignal"
"17762","2250","2324","metabosignal"
"17763","2251","2324","metabosignal"
"17764","2252","2324","metabosignal"
"17765","2253","2324","metabosignal"
"17766","2254","2324","metabosignal"
"17767","2255","2324","metabosignal"
"17768","2256","2324","metabosignal"
"17769","2257","2324","metabosignal"
"17770","2258","2324","metabosignal"
"17771","2259","2324","metabosignal"
"17772","26281","2324","metabosignal"
"17773","27006","2324","metabosignal"
"17774","8074","2324","metabosignal"
"17775","8817","2324","metabosignal"
"17776","8822","2324","metabosignal"
"17777","8823","2324","metabosignal"
"17778","9965","2324","metabosignal"
"17779","1950","2324","metabosignal"
"17780","4803","2324","metabosignal"
"17781","1398","2324","metabosignal"
"17782","1399","2324","metabosignal"
"17783","25759","2324","metabosignal"
"17784","399694","2324","metabosignal"
"17785","53358","2324","metabosignal"
"17786","6464","2324","metabosignal"
"17787","1435","2324","metabosignal"
"17788","1942","2324","metabosignal"
"17789","1943","2324","metabosignal"
"17790","1944","2324","metabosignal"
"17791","1945","2324","metabosignal"
"17792","1946","2324","metabosignal"
"17793","2277","2324","metabosignal"
"17794","284","2324","metabosignal"
"17795","285","2324","metabosignal"
"17796","3082","2324","metabosignal"
"17797","3479","2324","metabosignal"
"17798","4254","2324","metabosignal"
"17799","51378","2324","metabosignal"
"17800","5228","2324","metabosignal"
"17801","56034","2324","metabosignal"
"17802","7422","2324","metabosignal"
"17803","7423","2324","metabosignal"
"17804","7424","2324","metabosignal"
"17805","80310","2324","metabosignal"
"17806","23236","3480","metabosignal"
"17807","5330","3480","metabosignal"
"17808","5331","3480","metabosignal"
"17809","5332","3480","metabosignal"
"17810","5290","3480","metabosignal"
"17811","5291","3480","metabosignal"
"17812","5605","3480","metabosignal"
"17813","5604","3480","metabosignal"
"17814","2885","3480","metabosignal"
"17815","5154","3480","metabosignal"
"17816","5155","3480","metabosignal"
"17817","2246","3480","metabosignal"
"17818","2247","3480","metabosignal"
"17819","2248","3480","metabosignal"
"17820","2249","3480","metabosignal"
"17821","2250","3480","metabosignal"
"17822","2251","3480","metabosignal"
"17823","2252","3480","metabosignal"
"17824","2253","3480","metabosignal"
"17825","2254","3480","metabosignal"
"17826","2255","3480","metabosignal"
"17827","2256","3480","metabosignal"
"17828","2257","3480","metabosignal"
"17829","2258","3480","metabosignal"
"17830","2259","3480","metabosignal"
"17831","26281","3480","metabosignal"
"17832","27006","3480","metabosignal"
"17833","8074","3480","metabosignal"
"17834","8817","3480","metabosignal"
"17835","8822","3480","metabosignal"
"17836","8823","3480","metabosignal"
"17837","9965","3480","metabosignal"
"17838","1950","3480","metabosignal"
"17839","4803","3480","metabosignal"
"17840","1398","3480","metabosignal"
"17841","1399","3480","metabosignal"
"17842","25759","3480","metabosignal"
"17843","399694","3480","metabosignal"
"17844","53358","3480","metabosignal"
"17845","6464","3480","metabosignal"
"17846","5295","3480","metabosignal"
"17847","5296","3480","metabosignal"
"17848","8503","3480","metabosignal"
"17849","1435","3480","metabosignal"
"17850","1942","3480","metabosignal"
"17851","1943","3480","metabosignal"
"17852","1944","3480","metabosignal"
"17853","1945","3480","metabosignal"
"17854","1946","3480","metabosignal"
"17855","2277","3480","metabosignal"
"17856","284","3480","metabosignal"
"17857","285","3480","metabosignal"
"17858","3082","3480","metabosignal"
"17859","3479","3480","metabosignal"
"17860","4254","3480","metabosignal"
"17861","51378","3480","metabosignal"
"17862","5228","3480","metabosignal"
"17863","56034","3480","metabosignal"
"17864","7422","3480","metabosignal"
"17865","7423","3480","metabosignal"
"17866","7424","3480","metabosignal"
"17867","80310","3480","metabosignal"
"17868","23236","3643","metabosignal"
"17869","5330","3643","metabosignal"
"17870","5331","3643","metabosignal"
"17871","5332","3643","metabosignal"
"17872","5290","3643","metabosignal"
"17873","5291","3643","metabosignal"
"17874","5605","3643","metabosignal"
"17875","5604","3643","metabosignal"
"17876","2885","3643","metabosignal"
"17877","5154","3643","metabosignal"
"17878","5155","3643","metabosignal"
"17879","2246","3643","metabosignal"
"17880","2247","3643","metabosignal"
"17881","2248","3643","metabosignal"
"17882","2249","3643","metabosignal"
"17883","2250","3643","metabosignal"
"17884","2251","3643","metabosignal"
"17885","2252","3643","metabosignal"
"17886","2253","3643","metabosignal"
"17887","2254","3643","metabosignal"
"17888","2255","3643","metabosignal"
"17889","2256","3643","metabosignal"
"17890","2257","3643","metabosignal"
"17891","2258","3643","metabosignal"
"17892","2259","3643","metabosignal"
"17893","26281","3643","metabosignal"
"17894","27006","3643","metabosignal"
"17895","8074","3643","metabosignal"
"17896","8817","3643","metabosignal"
"17897","8822","3643","metabosignal"
"17898","8823","3643","metabosignal"
"17899","9965","3643","metabosignal"
"17900","1950","3643","metabosignal"
"17901","4803","3643","metabosignal"
"17902","1398","3643","metabosignal"
"17903","1399","3643","metabosignal"
"17904","2549","3643","metabosignal"
"17905","23624","3643","metabosignal"
"17906","867","3643","metabosignal"
"17907","868","3643","metabosignal"
"17908","25759","3643","metabosignal"
"17909","399694","3643","metabosignal"
"17910","53358","3643","metabosignal"
"17911","6464","3643","metabosignal"
"17912","5295","3643","metabosignal"
"17913","5296","3643","metabosignal"
"17914","8503","3643","metabosignal"
"17915","1435","3643","metabosignal"
"17916","1942","3643","metabosignal"
"17917","1943","3643","metabosignal"
"17918","1944","3643","metabosignal"
"17919","1945","3643","metabosignal"
"17920","1946","3643","metabosignal"
"17921","2277","3643","metabosignal"
"17922","284","3643","metabosignal"
"17923","285","3643","metabosignal"
"17924","3082","3643","metabosignal"
"17925","3479","3643","metabosignal"
"17926","4254","3643","metabosignal"
"17927","51378","3643","metabosignal"
"17928","5228","3643","metabosignal"
"17929","56034","3643","metabosignal"
"17930","7422","3643","metabosignal"
"17931","7423","3643","metabosignal"
"17932","7424","3643","metabosignal"
"17933","80310","3643","metabosignal"
"17934","23236","3791","metabosignal"
"17935","5330","3791","metabosignal"
"17936","5331","3791","metabosignal"
"17937","5332","3791","metabosignal"
"17938","5336","3791","metabosignal"
"17939","5335","3791","metabosignal"
"17940","5290","3791","metabosignal"
"17941","5291","3791","metabosignal"
"17942","2885","3791","metabosignal"
"17943","5154","3791","metabosignal"
"17944","5155","3791","metabosignal"
"17945","2246","3791","metabosignal"
"17946","2247","3791","metabosignal"
"17947","2248","3791","metabosignal"
"17948","2249","3791","metabosignal"
"17949","2250","3791","metabosignal"
"17950","2251","3791","metabosignal"
"17951","2252","3791","metabosignal"
"17952","2253","3791","metabosignal"
"17953","2254","3791","metabosignal"
"17954","2255","3791","metabosignal"
"17955","2256","3791","metabosignal"
"17956","2257","3791","metabosignal"
"17957","2258","3791","metabosignal"
"17958","2259","3791","metabosignal"
"17959","26281","3791","metabosignal"
"17960","27006","3791","metabosignal"
"17961","8074","3791","metabosignal"
"17962","8817","3791","metabosignal"
"17963","8822","3791","metabosignal"
"17964","8823","3791","metabosignal"
"17965","9965","3791","metabosignal"
"17966","1950","3791","metabosignal"
"17967","4803","3791","metabosignal"
"17968","998","3791","metabosignal"
"17969","1398","3791","metabosignal"
"17970","1399","3791","metabosignal"
"17971","5747","3791","metabosignal"
"17972","25759","3791","metabosignal"
"17973","399694","3791","metabosignal"
"17974","53358","3791","metabosignal"
"17975","6464","3791","metabosignal"
"17976","5295","3791","metabosignal"
"17977","5296","3791","metabosignal"
"17978","8503","3791","metabosignal"
"17979","6714","3791","metabosignal"
"17980","1435","3791","metabosignal"
"17981","1942","3791","metabosignal"
"17982","1943","3791","metabosignal"
"17983","1944","3791","metabosignal"
"17984","1945","3791","metabosignal"
"17985","1946","3791","metabosignal"
"17986","2277","3791","metabosignal"
"17987","284","3791","metabosignal"
"17988","285","3791","metabosignal"
"17989","3082","3791","metabosignal"
"17990","3479","3791","metabosignal"
"17991","4254","3791","metabosignal"
"17992","51378","3791","metabosignal"
"17993","5228","3791","metabosignal"
"17994","56034","3791","metabosignal"
"17995","7422","3791","metabosignal"
"17996","7423","3791","metabosignal"
"17997","7424","3791","metabosignal"
"17998","80310","3791","metabosignal"
"17999","23236","3815","metabosignal"
"18000","5330","3815","metabosignal"
"18001","5331","3815","metabosignal"
"18002","5332","3815","metabosignal"
"18003","5290","3815","metabosignal"
"18004","5291","3815","metabosignal"
"18005","2885","3815","metabosignal"
"18006","5154","3815","metabosignal"
"18007","5155","3815","metabosignal"
"18008","2246","3815","metabosignal"
"18009","2247","3815","metabosignal"
"18010","2248","3815","metabosignal"
"18011","2249","3815","metabosignal"
"18012","2250","3815","metabosignal"
"18013","2251","3815","metabosignal"
"18014","2252","3815","metabosignal"
"18015","2253","3815","metabosignal"
"18016","2254","3815","metabosignal"
"18017","2255","3815","metabosignal"
"18018","2256","3815","metabosignal"
"18019","2257","3815","metabosignal"
"18020","2258","3815","metabosignal"
"18021","2259","3815","metabosignal"
"18022","26281","3815","metabosignal"
"18023","27006","3815","metabosignal"
"18024","8074","3815","metabosignal"
"18025","8817","3815","metabosignal"
"18026","8822","3815","metabosignal"
"18027","8823","3815","metabosignal"
"18028","9965","3815","metabosignal"
"18029","1950","3815","metabosignal"
