"","EG_node1","EG_node2","Source"
"7981","C00068","390877","metabosignal"
"7982","C00008","390877","metabosignal"
"7983","C00206","390877","metabosignal"
"7984","C00020","390877","metabosignal"
"7985","C00068","158067","metabosignal"
"7986","C00008","158067","metabosignal"
"7987","C00206","158067","metabosignal"
"7988","C00020","158067","metabosignal"
"7989","C00068","102157402","metabosignal"
"7990","C00008","102157402","metabosignal"
"7991","C00206","102157402","metabosignal"
"7992","C00020","102157402","metabosignal"
"7993","158","C03794","metabosignal"
"7994","471","C00130","metabosignal"
"7995","956","C00130","metabosignal"
"7996","377841","C00130","metabosignal"
"7997","953","C00130","metabosignal"
"7998","C00049","122622","metabosignal"
"7999","C03794","122622","metabosignal"
"8000","C00130","122622","metabosignal"
"8001","C00049","159","metabosignal"
"8002","C03794","159","metabosignal"
"8003","C00130","159","metabosignal"
"8004","C00014","271","metabosignal"
"8005","C00020","271","metabosignal"
"8006","C00130","271","metabosignal"
"8007","C00014","272","metabosignal"
"8008","C00020","272","metabosignal"
"8009","C00130","272","metabosignal"
"8010","C00014","270","metabosignal"
"8011","C00020","270","metabosignal"
"8012","C00130","270","metabosignal"
"8013","22978","C00020","metabosignal"
"8014","22978","C00130","metabosignal"
"8015","C00020","84618","metabosignal"
"8016","C00130","84618","metabosignal"
"8017","C00020","93034","metabosignal"
"8018","C00130","93034","metabosignal"
"8019","30833","C00020","metabosignal"
"8020","30833","C00130","metabosignal"
"8021","C00020","56953","metabosignal"
"8022","C00130","56953","metabosignal"
"8023","C00020","51251","metabosignal"
"8024","C00130","51251","metabosignal"
"8025","C00020","115024","metabosignal"
"8026","C00130","115024","metabosignal"
"8027","C00020","100526794","metabosignal"
"8028","C00130","100526794","metabosignal"
"8029","C00020","55","metabosignal"
"8030","C00130","55","metabosignal"
"8031","C00020","4907","metabosignal"
"8032","C00130","4907","metabosignal"
"8033","22978","C00212","metabosignal"
"8034","84618","C00212","metabosignal"
"8035","93034","C00212","metabosignal"
"8036","30833","C00212","metabosignal"
"8037","56953","C00212","metabosignal"
"8038","51251","C00212","metabosignal"
"8039","115024","C00212","metabosignal"
"8040","100526794","C00212","metabosignal"
"8041","55","C00212","metabosignal"
"8042","4907","C00212","metabosignal"
"8043","C00020","132","metabosignal"
"8044","C00212","132","metabosignal"
"8045","C00020","1633","metabosignal"
"8046","C00212","1633","metabosignal"
"8047","C04677","353","metabosignal"
"8048","C00020","353","metabosignal"
"8049","C00385","3251","metabosignal"
"8050","C00020","3251","metabosignal"
"8051","C00130","3251","metabosignal"
"8052","221264","C00360","metabosignal"
"8053","122481","C00360","metabosignal"
"8054","205","C00360","metabosignal"
"8055","26289","C00360","metabosignal"
"8056","204","C00360","metabosignal"
"8057","203","C00360","metabosignal"
"8058","390877","C00360","metabosignal"
"8059","158067","C00360","metabosignal"
"8060","102157402","C00360","metabosignal"
"8061","22978","C00360","metabosignal"
"8062","84618","C00360","metabosignal"
"8063","93034","C00360","metabosignal"
"8064","30833","C00360","metabosignal"
"8065","56953","C00360","metabosignal"
"8066","51251","C00360","metabosignal"
"8067","115024","C00360","metabosignal"
"8068","100526794","C00360","metabosignal"
"8069","55","C00360","metabosignal"
"8070","4907","C00360","metabosignal"
"8071","22978","C00559","metabosignal"
"8072","84618","C00559","metabosignal"
"8073","93034","C00559","metabosignal"
"8074","30833","C00559","metabosignal"
"8075","56953","C00559","metabosignal"
"8076","51251","C00559","metabosignal"
"8077","115024","C00559","metabosignal"
"8078","100526794","C00559","metabosignal"
"8079","55","C00559","metabosignal"
"8080","4907","C00559","metabosignal"
"8081","C00212","51816","metabosignal"
"8082","C00559","51816","metabosignal"
"8083","C00212","100","metabosignal"
"8084","C00559","100","metabosignal"
"8085","51816","C05512","metabosignal"
"8086","100","C05512","metabosignal"
"8087","C00385","4860","metabosignal"
"8088","C00212","4860","metabosignal"
"8089","C00559","4860","metabosignal"
"8090","C05512","4860","metabosignal"
"8091","C00672","1890","metabosignal"
"8092","C05512","1890","metabosignal"
"8093","22978","C01762","metabosignal"
"8094","84618","C01762","metabosignal"
"8095","93034","C01762","metabosignal"
"8096","30833","C01762","metabosignal"
"8097","56953","C01762","metabosignal"
"8098","51251","C01762","metabosignal"
"8099","115024","C01762","metabosignal"
"8100","100526794","C01762","metabosignal"
"8101","55","C01762","metabosignal"
"8102","4907","C01762","metabosignal"
"8103","4860","C01762","metabosignal"
"8104","956","C00104","metabosignal"
"8105","377841","C00104","metabosignal"
"8106","953","C00104","metabosignal"
"8107","10201","C00104","metabosignal"
"8108","29922","C00104","metabosignal"
"8109","4831","C00104","metabosignal"
"8110","4833","C00104","metabosignal"
"8111","4830","C00104","metabosignal"
"8112","4832","C00104","metabosignal"
"8113","654364","C00104","metabosignal"
"8114","221264","C00104","metabosignal"
"8115","C00035","957","metabosignal"
"8116","C00130","957","metabosignal"
"8117","C00104","957","metabosignal"
"8118","C00035","955","metabosignal"
"8119","C00130","955","metabosignal"
"8120","C00104","955","metabosignal"
"8121","C00035","124583","metabosignal"
"8122","C00130","124583","metabosignal"
"8123","C00104","124583","metabosignal"
"8124","C00035","9583","metabosignal"
"8125","C00130","9583","metabosignal"
"8126","C00104","9583","metabosignal"
"8127","C00130","131870","metabosignal"
"8128","C00104","131870","metabosignal"
"8129","956","C00081","metabosignal"
"8130","377841","C00081","metabosignal"
"8131","953","C00081","metabosignal"
"8132","10201","C00081","metabosignal"
"8133","29922","C00081","metabosignal"
"8134","4831","C00081","metabosignal"
"8135","4833","C00081","metabosignal"
"8136","4830","C00081","metabosignal"
"8137","4832","C00081","metabosignal"
"8138","654364","C00081","metabosignal"
"8139","221264","C00081","metabosignal"
"8140","8833","C00144","metabosignal"
"8141","50940","C00144","metabosignal"
"8142","5136","C00144","metabosignal"
"8143","5140","C00144","metabosignal"
"8144","5153","C00144","metabosignal"
"8145","5137","C00144","metabosignal"
"8146","10846","C00144","metabosignal"
"8147","5138","C00144","metabosignal"
"8148","5139","C00144","metabosignal"
"8149","956","C00144","metabosignal"
"8150","377841","C00144","metabosignal"
"8151","953","C00144","metabosignal"
"8152","22978","C00144","metabosignal"
"8153","84618","C00144","metabosignal"
"8154","93034","C00144","metabosignal"
"8155","30833","C00144","metabosignal"
"8156","56953","C00144","metabosignal"
"8157","51251","C00144","metabosignal"
"8158","115024","C00144","metabosignal"
"8159","100526794","C00144","metabosignal"
"8160","55","C00144","metabosignal"
"8161","4907","C00144","metabosignal"
"8162","353","C00144","metabosignal"
"8163","3251","C00144","metabosignal"
"8164","957","C00144","metabosignal"
"8165","955","C00144","metabosignal"
"8166","124583","C00144","metabosignal"
"8167","9583","C00144","metabosignal"
"8168","C00130","2766","metabosignal"
"8169","C00144","2766","metabosignal"
"8170","C00130","51292","metabosignal"
"8171","C00144","51292","metabosignal"
"8172","3614","C00130","metabosignal"
"8173","C00130","3615","metabosignal"
"8174","8833","C00655","metabosignal"
"8175","22978","C00655","metabosignal"
"8176","84618","C00655","metabosignal"
"8177","93034","C00655","metabosignal"
"8178","30833","C00655","metabosignal"
"8179","56953","C00655","metabosignal"
"8180","51251","C00655","metabosignal"
"8181","115024","C00655","metabosignal"
"8182","100526794","C00655","metabosignal"
"8183","55","C00655","metabosignal"
"8184","4907","C00655","metabosignal"
"8185","3251","C00655","metabosignal"
"8186","3614","C00655","metabosignal"
"8187","3615","C00655","metabosignal"
"8188","7498","C00262","metabosignal"
"8189","3251","C00262","metabosignal"
"8190","4860","C00262","metabosignal"
"8191","1890","C00262","metabosignal"
"8192","353","C00147","metabosignal"
"8193","3251","C00147","metabosignal"
"8194","4860","C00147","metabosignal"
"8195","22978","C00294","metabosignal"
"8196","84618","C00294","metabosignal"
"8197","93034","C00294","metabosignal"
"8198","30833","C00294","metabosignal"
"8199","56953","C00294","metabosignal"
"8200","51251","C00294","metabosignal"
"8201","115024","C00294","metabosignal"
"8202","100526794","C00294","metabosignal"
"8203","55","C00294","metabosignal"
"8204","4907","C00294","metabosignal"
"8205","51816","C00294","metabosignal"
"8206","100","C00294","metabosignal"
"8207","4860","C00294","metabosignal"
"8208","353","C00242","metabosignal"
"8209","3251","C00242","metabosignal"
"8210","4860","C00242","metabosignal"
"8211","1890","C00242","metabosignal"
"8212","C00035","2987","metabosignal"
"8213","C00144","2987","metabosignal"
"8214","22978","C00330","metabosignal"
"8215","84618","C00330","metabosignal"
"8216","93034","C00330","metabosignal"
"8217","30833","C00330","metabosignal"
"8218","56953","C00330","metabosignal"
"8219","51251","C00330","metabosignal"
"8220","115024","C00330","metabosignal"
"8221","100526794","C00330","metabosignal"
"8222","55","C00330","metabosignal"
"8223","4907","C00330","metabosignal"
"8224","4860","C00330","metabosignal"
"8225","1890","C00330","metabosignal"
"8226","C00385","9615","metabosignal"
"8227","C00242","9615","metabosignal"
"8228","C00499","55821","metabosignal"
"8229","384","C00086","metabosignal"
"8230","383","C00086","metabosignal"
"8231","55821","C00086","metabosignal"
"8232","55821","C00603","metabosignal"
"8233","374659","C00035","metabosignal"
"8234","374659","C01228","metabosignal"
"8235","C01228","58497","metabosignal"
"8236","C04494","58497","metabosignal"
"8237","5315","C00044","metabosignal"
"8238","5313","C00044","metabosignal"
"8239","107","C00044","metabosignal"
"8240","108","C00044","metabosignal"
"8241","109","C00044","metabosignal"
"8242","196883","C00044","metabosignal"
"8243","111","C00044","metabosignal"
"8244","112","C00044","metabosignal"
"8245","113","C00044","metabosignal"
"8246","114","C00044","metabosignal"
"8247","115","C00044","metabosignal"
"8248","55811","C00044","metabosignal"
"8249","84172","C00044","metabosignal"
"8250","25885","C00044","metabosignal"
"8251","5431","C00044","metabosignal"
"8252","5430","C00044","metabosignal"
"8253","55703","C00044","metabosignal"
"8254","11128","C00044","metabosignal"
"8255","5442","C00044","metabosignal"
"8256","956","C00044","metabosignal"
"8257","377841","C00044","metabosignal"
"8258","953","C00044","metabosignal"
"8259","10201","C00044","metabosignal"
"8260","29922","C00044","metabosignal"
"8261","4831","C00044","metabosignal"
"8262","4833","C00044","metabosignal"
"8263","4830","C00044","metabosignal"
"8264","4832","C00044","metabosignal"
"8265","654364","C00044","metabosignal"
"8266","221264","C00044","metabosignal"
"8267","C00035","1759","metabosignal"
"8268","C00044","1759","metabosignal"
"8269","C00035","1785","metabosignal"
"8270","C00044","1785","metabosignal"
"8271","C00035","6729","metabosignal"
"8272","C00044","6729","metabosignal"
"8273","C00035","26052","metabosignal"
"8274","C00044","26052","metabosignal"
"8275","C00035","4976","metabosignal"
"8276","C00044","4976","metabosignal"
"8277","C00035","10059","metabosignal"
"8278","C00044","10059","metabosignal"
"8279","22978","C00362","metabosignal"
"8280","84618","C00362","metabosignal"
"8281","93034","C00362","metabosignal"
"8282","30833","C00362","metabosignal"
"8283","56953","C00362","metabosignal"
"8284","51251","C00362","metabosignal"
"8285","115024","C00362","metabosignal"
"8286","100526794","C00362","metabosignal"
"8287","55","C00362","metabosignal"
"8288","4907","C00362","metabosignal"
"8289","2987","C00362","metabosignal"
"8290","5315","C00361","metabosignal"
"8291","5313","C00361","metabosignal"
"8292","50484","C00361","metabosignal"
"8293","6241","C00361","metabosignal"
"8294","6240","C00361","metabosignal"
"8295","10201","C00361","metabosignal"
"8296","29922","C00361","metabosignal"
"8297","4831","C00361","metabosignal"
"8298","4833","C00361","metabosignal"
"8299","4830","C00361","metabosignal"
"8300","4832","C00361","metabosignal"
"8301","654364","C00361","metabosignal"
"8302","221264","C00361","metabosignal"
"8303","2987","C00361","metabosignal"
"8304","5315","C00286","metabosignal"
"8305","5313","C00286","metabosignal"
"8306","10514","C00286","metabosignal"
"8307","56655","C00286","metabosignal"
"8308","54107","C00286","metabosignal"
"8309","5422","C00286","metabosignal"
"8310","5424","C00286","metabosignal"
"8311","5426","C00286","metabosignal"
"8312","5427","C00286","metabosignal"
"8313","5428","C00286","metabosignal"
"8314","5423","C00286","metabosignal"
"8315","5980","C00286","metabosignal"
"8316","10721","C00286","metabosignal"
"8317","5429","C00286","metabosignal"
"8318","11201","C00286","metabosignal"
"8319","51426","C00286","metabosignal"
"8320","27343","C00286","metabosignal"
"8321","27434","C00286","metabosignal"
"8322","353497","C00286","metabosignal"
"8323","10201","C00286","metabosignal"
"8324","29922","C00286","metabosignal"
"8325","4831","C00286","metabosignal"
"8326","4833","C00286","metabosignal"
"8327","4830","C00286","metabosignal"
"8328","4832","C00286","metabosignal"
"8329","654364","C00286","metabosignal"
"8330","221264","C00286","metabosignal"
"8331","22978","C00387","metabosignal"
"8332","84618","C00387","metabosignal"
"8333","93034","C00387","metabosignal"
"8334","30833","C00387","metabosignal"
"8335","56953","C00387","metabosignal"
"8336","51251","C00387","metabosignal"
"8337","115024","C00387","metabosignal"
"8338","100526794","C00387","metabosignal"
"8339","55","C00387","metabosignal"
"8340","4907","C00387","metabosignal"
"8341","4860","C00387","metabosignal"
"8342","C00044","3000","metabosignal"
"8343","C00044","2983","metabosignal"
"8344","C00044","2977","metabosignal"
"8345","C00044","4882","metabosignal"
"8346","C00044","2982","metabosignal"
"8347","C00212","4881","metabosignal"
"8348","C00044","4881","metabosignal"
"8349","C00044","2984","metabosignal"
"8350","C00044","2986","metabosignal"
"8351","50940","C00942","metabosignal"
"8352","5136","C00942","metabosignal"
"8353","5140","C00942","metabosignal"
"8354","5153","C00942","metabosignal"
"8355","5137","C00942","metabosignal"
"8356","10846","C00942","metabosignal"
"8357","5138","C00942","metabosignal"
"8358","5139","C00942","metabosignal"
"8359","107","C00942","metabosignal"
"8360","108","C00942","metabosignal"
"8361","109","C00942","metabosignal"
"8362","196883","C00942","metabosignal"
"8363","111","C00942","metabosignal"
"8364","112","C00942","metabosignal"
"8365","113","C00942","metabosignal"
"8366","114","C00942","metabosignal"
"8367","115","C00942","metabosignal"
"8368","55811","C00942","metabosignal"
"8369","C00144","C00942","metabosignal"
"8370","3000","C00942","metabosignal"
"8371","2983","C00942","metabosignal"
"8372","2977","C00942","metabosignal"
"8373","4882","C00942","metabosignal"
"8374","2982","C00942","metabosignal"
"8375","4881","C00942","metabosignal"
"8376","2984","C00942","metabosignal"
"8377","2986","C00942","metabosignal"
"8378","C00144","5145","metabosignal"
"8379","C00942","5145","metabosignal"
"8380","C00144","5146","metabosignal"
"8381","C00942","5146","metabosignal"
"8382","C00144","5152","metabosignal"
"8383","C00942","5152","metabosignal"
"8384","C00144","8654","metabosignal"
"8385","C00942","8654","metabosignal"
"8386","C00144","5158","metabosignal"
"8387","C00942","5158","metabosignal"
"8388","C00059","9060","metabosignal"
"8389","C00059","9061","metabosignal"
"8390","9060","C00224","metabosignal"
"8391","9061","C00224","metabosignal"
"8392","2618","C04376","metabosignal"
"8393","C04640","5198","metabosignal"
"8394","C04376","5198","metabosignal"
"8395","C00130","rn:R00720","metabosignal"
"8396","C00081","rn:R00720","metabosignal"
"8397","C00144","rn:R00426","metabosignal"
"8398","C00044","rn:R00426","metabosignal"
"8399","C00655","rn:R02720","metabosignal"
"8400","C00700","rn:R02720","metabosignal"
"8401","C00002","318","metabosignal"
"8402","C00044","318","metabosignal"
"8403","C00700","318","metabosignal"
"8404","C01260","318","metabosignal"
"8405","C00330","1716","metabosignal"
"8406","C00362","1716","metabosignal"
"8407","C00362","rn:R01855","metabosignal"
"8408","C00286","rn:R01855","metabosignal"
"8409","318","C04392","metabosignal"
"8410","C00117","7226","metabosignal"
"8411","C00301","7226","metabosignal"
"8412","C00117","11164","metabosignal"
"8413","C00301","11164","metabosignal"
"8414","C00117","56985","metabosignal"
"8415","C00301","56985","metabosignal"
"8416","C00117","53343","metabosignal"
"8417","C00301","53343","metabosignal"
"8418","10201","C01344","metabosignal"
"8419","29922","C01344","metabosignal"
"8420","4831","C01344","metabosignal"
"8421","4833","C01344","metabosignal"
"8422","4830","C01344","metabosignal"
"8423","4832","C01344","metabosignal"
"8424","654364","C01344","metabosignal"
"8425","221264","C01344","metabosignal"
"8426","131870","C01344","metabosignal"
"8427","10201","C01345","metabosignal"
"8428","29922","C01345","metabosignal"
"8429","4831","C01345","metabosignal"
"8430","4833","C01345","metabosignal"
"8431","4830","C01345","metabosignal"
"8432","4832","C01345","metabosignal"
"8433","654364","C01345","metabosignal"
"8434","221264","C01345","metabosignal"
"8435","C01345","rn:R03531","metabosignal"
"8436","C00008","2272","metabosignal"
"8437","C06197","2272","metabosignal"
"8438","C00008","22875","metabosignal"
"8439","C06197","22875","metabosignal"
"8440","471","C04734","metabosignal"
"8441","131870","C06196","metabosignal"
"8442","rn:R03531","C06196","metabosignal"
"8443","C00008","50808","metabosignal"
"8444","C00020","50808","metabosignal"
"8445","C00103","5167","metabosignal"
"8446","C00029","5167","metabosignal"
"8447","C00002","5167","metabosignal"
"8448","C00020","5167","metabosignal"
"8449","C00103","5169","metabosignal"
"8450","C00029","5169","metabosignal"
"8451","C00002","5169","metabosignal"
"8452","C00020","5169","metabosignal"
"8453","1543","C13747","metabosignal"
"8454","1544","C13747","metabosignal"
"8455","1545","C13747","metabosignal"
"8456","1572","C13747","metabosignal"
"8457","1573","C13747","metabosignal"
"8458","29785","C13747","metabosignal"
"8459","1580","C13747","metabosignal"
"8460","260293","C13747","metabosignal"
"8461","199974","C13747","metabosignal"
"8462","1565","C13747","metabosignal"
"8463","1577","C13747","metabosignal"
"8464","1551","C13747","metabosignal"
"8465","1549","C13747","metabosignal"
"8466","1553","C13747","metabosignal"
"8467","64816","C13747","metabosignal"
"8468","1562","C13747","metabosignal"
"8469","1558","C13747","metabosignal"
"8470","11283","C13747","metabosignal"
"8471","57834","C13747","metabosignal"
"8472","66002","C13747","metabosignal"
"8473","100861540","C13747","metabosignal"
"8474","107987478","C13747","metabosignal"
"8475","7498","C13747","metabosignal"
"8476","1543","C16358","metabosignal"
"8477","1544","C16358","metabosignal"
"8478","1545","C16358","metabosignal"
"8479","1572","C16358","metabosignal"
"8480","1573","C16358","metabosignal"
"8481","29785","C16358","metabosignal"
"8482","1580","C16358","metabosignal"
"8483","260293","C16358","metabosignal"
"8484","199974","C16358","metabosignal"
"8485","1565","C16358","metabosignal"
"8486","1577","C16358","metabosignal"
"8487","1551","C16358","metabosignal"
"8488","1549","C16358","metabosignal"
"8489","1553","C16358","metabosignal"
"8490","64816","C16358","metabosignal"
"8491","1562","C16358","metabosignal"
"8492","1558","C16358","metabosignal"
"8493","11283","C16358","metabosignal"
"8494","57834","C16358","metabosignal"
"8495","66002","C16358","metabosignal"
"8496","100861540","C16358","metabosignal"
"8497","107987478","C16358","metabosignal"
"8498","7498","C16358","metabosignal"
"8499","7498","C07480","metabosignal"
"8500","C13747","10","metabosignal"
"8501","C13747","9","metabosignal"
"8502","7498","C16353","metabosignal"
"8503","1543","C07481","metabosignal"
"8504","1544","C07481","metabosignal"
"8505","1545","C07481","metabosignal"
"8506","1572","C07481","metabosignal"
"8507","1573","C07481","metabosignal"
"8508","29785","C07481","metabosignal"
"8509","1580","C07481","metabosignal"
"8510","260293","C07481","metabosignal"
"8511","199974","C07481","metabosignal"
"8512","1565","C07481","metabosignal"
"8513","1577","C07481","metabosignal"
"8514","1551","C07481","metabosignal"
"8515","1549","C07481","metabosignal"
"8516","1553","C07481","metabosignal"
"8517","64816","C07481","metabosignal"
"8518","1562","C07481","metabosignal"
"8519","1558","C07481","metabosignal"
"8520","11283","C07481","metabosignal"
"8521","57834","C07481","metabosignal"
"8522","66002","C07481","metabosignal"
"8523","100861540","C07481","metabosignal"
"8524","107987478","C07481","metabosignal"
"8525","50484","C00015","metabosignal"
"8526","6241","C00015","metabosignal"
"8527","6240","C00015","metabosignal"
"8528","87178","C00015","metabosignal"
"8529","956","C00015","metabosignal"
"8530","377841","C00015","metabosignal"
"8531","953","C00015","metabosignal"
"8532","10201","C00015","metabosignal"
"8533","29922","C00015","metabosignal"
"8534","4831","C00015","metabosignal"
"8535","4833","C00015","metabosignal"
"8536","4830","C00015","metabosignal"
"8537","4832","C00015","metabosignal"
"8538","654364","C00015","metabosignal"
"8539","221264","C00015","metabosignal"
"8540","957","C00015","metabosignal"
"8541","955","C00015","metabosignal"
"8542","124583","C00015","metabosignal"
"8543","9583","C00015","metabosignal"
"8544","790","C00438","metabosignal"
"8545","790","C00337","metabosignal"
"8546","C00119","7372","metabosignal"
"8547","C01103","7372","metabosignal"
"8548","7372","C00295","metabosignal"
"8549","1503","C00075","metabosignal"
"8550","56474","C00075","metabosignal"
"8551","84172","C00075","metabosignal"
"8552","25885","C00075","metabosignal"
"8553","5431","C00075","metabosignal"
"8554","5430","C00075","metabosignal"
"8555","55703","C00075","metabosignal"
"8556","11128","C00075","metabosignal"
"8557","5442","C00075","metabosignal"
"8558","64852","C00075","metabosignal"
"8559","956","C00075","metabosignal"
"8560","377841","C00075","metabosignal"
"8561","953","C00075","metabosignal"
"8562","10201","C00075","metabosignal"
"8563","29922","C00075","metabosignal"
"8564","4831","C00075","metabosignal"
"8565","4833","C00075","metabosignal"
"8566","4830","C00075","metabosignal"
"8567","4832","C00075","metabosignal"
"8568","654364","C00075","metabosignal"
"8569","221264","C00075","metabosignal"
"8570","318","C00075","metabosignal"
"8571","5167","C00075","metabosignal"
"8572","5169","C00075","metabosignal"
"8573","C00046","79670","metabosignal"
"8574","C00075","79670","metabosignal"
"8575","C00046","23318","metabosignal"
"8576","C00075","23318","metabosignal"
"8577","956","C00105","metabosignal"
"8578","377841","C00105","metabosignal"
"8579","953","C00105","metabosignal"
"8580","22978","C00105","metabosignal"
"8581","84618","C00105","metabosignal"
"8582","93034","C00105","metabosignal"
"8583","30833","C00105","metabosignal"
"8584","56953","C00105","metabosignal"
"8585","51251","C00105","metabosignal"
"8586","115024","C00105","metabosignal"
"8587","100526794","C00105","metabosignal"
"8588","55","C00105","metabosignal"
"8589","4907","C00105","metabosignal"
"8590","957","C00105","metabosignal"
"8591","955","C00105","metabosignal"
"8592","124583","C00105","metabosignal"
"8593","9583","C00105","metabosignal"
"8594","5167","C00105","metabosignal"
"8595","5169","C00105","metabosignal"
"8596","7372","C00105","metabosignal"
"8597","C00015","51727","metabosignal"
"8598","C00105","51727","metabosignal"
"8599","C00015","129607","metabosignal"
"8600","C00105","129607","metabosignal"
"8601","C00105","139596","metabosignal"
"8602","4860","C00106","metabosignal"
"8603","1890","C00106","metabosignal"
"8604","139596","C00106","metabosignal"
"8605","22978","C00299","metabosignal"
"8606","84618","C00299","metabosignal"
"8607","93034","C00299","metabosignal"
"8608","30833","C00299","metabosignal"
"8609","56953","C00299","metabosignal"
"8610","51251","C00299","metabosignal"
"8611","115024","C00299","metabosignal"
"8612","100526794","C00299","metabosignal"
"8613","55","C00299","metabosignal"
"8614","4907","C00299","metabosignal"
"8615","83549","C00105","metabosignal"
"8616","83549","C00299","metabosignal"
"8617","C00105","7371","metabosignal"
"8618","C00299","7371","metabosignal"
"8619","C00105","54963","metabosignal"
"8620","C00299","54963","metabosignal"
"8621","C00106","151531","metabosignal"
"8622","C00299","151531","metabosignal"
"8623","C00106","7378","metabosignal"
"8624","C00299","7378","metabosignal"
"8625","C00106","1806","metabosignal"
"8626","C00429","1806","metabosignal"
"8627","C00429","1807","metabosignal"
"8628","1807","C02642","metabosignal"
"8629","C02642","51733","metabosignal"
"8630","729920","C00063","metabosignal"
"8631","1503","C00063","metabosignal"
"8632","56474","C00063","metabosignal"
"8633","84172","C00063","metabosignal"
"8634","25885","C00063","metabosignal"
"8635","5431","C00063","metabosignal"
"8636","5430","C00063","metabosignal"
"8637","55703","C00063","metabosignal"
"8638","11128","C00063","metabosignal"
"8639","5442","C00063","metabosignal"
"8640","956","C00063","metabosignal"
"8641","377841","C00063","metabosignal"
"8642","953","C00063","metabosignal"
"8643","10201","C00063","metabosignal"
"8644","29922","C00063","metabosignal"
"8645","4831","C00063","metabosignal"
"8646","4833","C00063","metabosignal"
"8647","4830","C00063","metabosignal"
"8648","4832","C00063","metabosignal"
"8649","654364","C00063","metabosignal"
"8650","221264","C00063","metabosignal"
"8651","5167","C00063","metabosignal"
"8652","5169","C00063","metabosignal"
"8653","50484","C00112","metabosignal"
"8654","6241","C00112","metabosignal"
"8655","6240","C00112","metabosignal"
"8656","87178","C00112","metabosignal"
"8657","956","C00112","metabosignal"
"8658","377841","C00112","metabosignal"
"8659","953","C00112","metabosignal"
"8660","10201","C00112","metabosignal"
"8661","29922","C00112","metabosignal"
"8662","4831","C00112","metabosignal"
"8663","4833","C00112","metabosignal"
"8664","4830","C00112","metabosignal"
"8665","4832","C00112","metabosignal"
"8666","654364","C00112","metabosignal"
"8667","221264","C00112","metabosignal"
"8668","51727","C00112","metabosignal"
"8669","129607","C00112","metabosignal"
"8670","956","C00055","metabosignal"
"8671","377841","C00055","metabosignal"
"8672","953","C00055","metabosignal"
"8673","22978","C00055","metabosignal"
"8674","84618","C00055","metabosignal"
"8675","93034","C00055","metabosignal"
"8676","30833","C00055","metabosignal"
"8677","56953","C00055","metabosignal"
"8678","51251","C00055","metabosignal"
"8679","115024","C00055","metabosignal"
"8680","100526794","C00055","metabosignal"
"8681","55","C00055","metabosignal"
"8682","4907","C00055","metabosignal"
"8683","5167","C00055","metabosignal"
"8684","5169","C00055","metabosignal"
"8685","51727","C00055","metabosignal"
"8686","129607","C00055","metabosignal"
"8687","83549","C00055","metabosignal"
"8688","7371","C00055","metabosignal"
"8689","54963","C00055","metabosignal"
"8690","22978","C00475","metabosignal"
"8691","84618","C00475","metabosignal"
"8692","93034","C00475","metabosignal"
"8693","30833","C00475","metabosignal"
"8694","56953","C00475","metabosignal"
"8695","51251","C00475","metabosignal"
"8696","115024","C00475","metabosignal"
"8697","100526794","C00475","metabosignal"
"8698","55","C00475","metabosignal"
"8699","4907","C00475","metabosignal"
"8700","83549","C00475","metabosignal"
"8701","7371","C00475","metabosignal"
"8702","54963","C00475","metabosignal"
"8703","C00299","978","metabosignal"
"8704","C00475","978","metabosignal"
"8705","50484","C00705","metabosignal"
"8706","6241","C00705","metabosignal"
"8707","6240","C00705","metabosignal"
"8708","10201","C00705","metabosignal"
"8709","29922","C00705","metabosignal"
"8710","4831","C00705","metabosignal"
"8711","4833","C00705","metabosignal"
"8712","4830","C00705","metabosignal"
"8713","4832","C00705","metabosignal"
"8714","654364","C00705","metabosignal"
"8715","221264","C00705","metabosignal"
"8716","51727","C00705","metabosignal"
"8717","129607","C00705","metabosignal"
"8718","10514","C00458","metabosignal"
"8719","56655","C00458","metabosignal"
"8720","54107","C00458","metabosignal"
"8721","5422","C00458","metabosignal"
"8722","5424","C00458","metabosignal"
"8723","5426","C00458","metabosignal"
"8724","5427","C00458","metabosignal"
"8725","5428","C00458","metabosignal"
"8726","5423","C00458","metabosignal"
"8727","5980","C00458","metabosignal"
"8728","10721","C00458","metabosignal"
"8729","5429","C00458","metabosignal"
"8730","11201","C00458","metabosignal"
"8731","51426","C00458","metabosignal"
"8732","27343","C00458","metabosignal"
"8733","27434","C00458","metabosignal"
"8734","353497","C00458","metabosignal"
"8735","10201","C00458","metabosignal"
"8736","29922","C00458","metabosignal"
"8737","4831","C00458","metabosignal"
"8738","4833","C00458","metabosignal"
"8739","4830","C00458","metabosignal"
"8740","4832","C00458","metabosignal"
"8741","654364","C00458","metabosignal"
"8742","221264","C00458","metabosignal"
"8743","22978","C00239","metabosignal"
"8744","84618","C00239","metabosignal"
"8745","93034","C00239","metabosignal"
"8746","30833","C00239","metabosignal"
"8747","56953","C00239","metabosignal"
"8748","51251","C00239","metabosignal"
"8749","115024","C00239","metabosignal"
"8750","100526794","C00239","metabosignal"
"8751","55","C00239","metabosignal"
"8752","4907","C00239","metabosignal"
"8753","1633","C00239","metabosignal"
"8754","51727","C00239","metabosignal"
"8755","129607","C00239","metabosignal"
"8756","C00705","79077","metabosignal"
"8757","C00458","79077","metabosignal"
"8758","C00239","79077","metabosignal"
"8759","22978","C00881","metabosignal"
