EG_node1	EG_node2	Source
1454	169611	ppi
102800317	169611	ppi
1454	3454	ppi
102800317	3454	ppi
1454	8669	ppi
102800317	8669	ppi
1454	5536	ppi
102800317	5536	ppi
1454	6229	ppi
102800317	6229	ppi
1050	23647	ppi
1050	998	ppi
1050	6541	ppi
1050	85369	ppi
1050	8662	ppi
1050	91252	ppi
1050	10318	ppi
5690	47	ppi
5690	10945	ppi
5690	1635	ppi
5690	5831	ppi
5690	5013	ppi
5690	8546	ppi
5690	5296	ppi
27072	9731	ppi
27072	10435	ppi
8650	8924	ppi
1195	5527	ppi
1195	4779	ppi
1195	3985	ppi
1195	3835	ppi
1195	54536	ppi
1196	375484	ppi
1196	7791	ppi
1198	51076	ppi
1198	5360	ppi
1198	375484	ppi
1198	9380	ppi
5663	3310	ppi
5663	5602	ppi
5663	9810	ppi
7249	22978	ppi
7249	6310	ppi
4723	6814	ppi
2931	1407	ppi
2931	4430	ppi
