EG_node1	EG_node2	Source
6801	6950	ppi
6801	29015	ppi
6801	9521	ppi
10749	5436	ppi
10749	6092	ppi
10749	8569	ppi
10749	8899	ppi
10749	7534	ppi
5001	4998	ppi
5001	5001	ppi
5000	5001	ppi
23295	7321	ppi
9839	4087	ppi
9839	4086	ppi
9839	1487	ppi
23396	163	ppi
23396	27131	ppi
7813	5347	ppi
7547	2737	ppi
10724	8473	ppi
10174	5062	ppi
1729	387	ppi
1729	9123	ppi
1729	83871	ppi
1729	79670	ppi
5810	3364	ppi
3717	9021	ppi
3717	5335	ppi
3717	6772	ppi
3717	6777	ppi
3717	3717	ppi
5192	5192	ppi
6643	6642	ppi
6643	6643	ppi
6643	27131	ppi
8813	54344	ppi
10043	1213	ppi
8721	6908	ppi
4983	387	ppi
4983	998	ppi
6907	27101	ppi
5201	5204	ppi
5201	5203	ppi
5201	7411	ppi
23046	84128	ppi
23046	29079	ppi
23046	8266	ppi
23046	6883	ppi
23046	64175	ppi
9722	2534	ppi
863	862	ppi
9889	3320	ppi
23363	9820	ppi
9810	9810	ppi
261734	7266	ppi
4849	9125	ppi
26039	26039	ppi
26039	10262	ppi
9525	27183	ppi
9525	10015	ppi
55660	1729	ppi
55660	55660	ppi
55660	10921	ppi
6867	51072	ppi
6867	8019	ppi
6867	9821	ppi
6867	8945	ppi
10651	10971	ppi
10651	84303	ppi
10651	5499	ppi
4094	4094	ppi
4094	2353	ppi
11104	440193	ppi
11104	7398	ppi
11104	57701	ppi
11104	51026	ppi
11104	9113	ppi
11104	10174	ppi
10613	267	ppi
4722	4535	ppi
4722	4728	ppi
4722	4723	ppi
4722	4719	ppi
4722	51295	ppi
1203	26270	ppi
10474	10629	ppi
10474	6883	ppi
23451	51741	ppi
23451	6638	ppi
23451	10262	ppi
23451	83443	ppi
23451	23020	ppi
11193	6628	ppi
8676	8676	ppi
8575	8575	ppi
9252	3164	ppi
9252	572	ppi
10001	51586	ppi
9191	841	ppi
9191	9191	ppi
8547	8547	ppi
23020	7532	ppi
23020	23020	ppi
23020	6628	ppi
261726	523	ppi
8481	55722	ppi
8481	7266	ppi
8481	117178	ppi
8481	22994	ppi
8481	5347	ppi
8481	80254	ppi
8481	10464	ppi
8481	84318	ppi
8481	57534	ppi
8481	85459	ppi
8481	585	ppi
8481	26005	ppi
8481	90102	ppi
8481	57536	ppi
8481	197335	ppi
8481	93594	ppi
8986	5594	ppi
8986	8986	ppi
5495	9636	ppi
5495	1147	ppi
8576	22934	ppi
10159	54407	ppi
10159	5898	ppi
10159	84128	ppi
10159	90102	ppi
10159	84317	ppi
10159	28956	ppi
10159	55004	ppi
10159	54978	ppi
10159	29956	ppi
10159	10542	ppi
10159	51552	ppi
10159	523	ppi
10159	112464	ppi
10159	10097	ppi
10159	26136	ppi
10159	23256	ppi
10159	10848	ppi
10159	22841	ppi
10159	387	ppi
10159	29763	ppi
10159	129531	ppi
10159	9798	ppi
10159	8650	ppi
10159	27107	ppi
10159	337867	ppi
8412	9564	ppi
8666	51386	ppi
8666	10480	ppi
8669	8662	ppi
8669	10480	ppi
5716	5704	ppi
5716	5717	ppi
5716	5719	ppi
5716	5702	ppi
5716	5700	ppi
79090	6399	ppi
5063	5879	ppi
5063	998	ppi
5063	5063	ppi
5884	5810	ppi
5884	3364	ppi
5884	5983	ppi
5884	5982	ppi
10539	10539	ppi
9025	7325	ppi
9025	8924	ppi
9025	9025	ppi
9025	7321	ppi
8725	5202	ppi
7398	57599	ppi
10725	9882	ppi
10725	10725	ppi
5218	5218	ppi
22888	7321	ppi
22888	7332	ppi
23014	23741	ppi
22995	80254	ppi
22995	121441	ppi
22995	10733	ppi
10277	7322	ppi
10277	84993	ppi
8518	26610	ppi
8518	55250	ppi
8518	4792	ppi
8518	1147	ppi
8518	8518	ppi
1102	1102	ppi
10112	8658	ppi
10112	25930	ppi
10112	8924	ppi
10112	4152	ppi
10112	29775	ppi
10112	3633	ppi
10112	7259	ppi
10112	1059	ppi
10112	80256	ppi
10112	5870	ppi
11143	84289	ppi
11143	79960	ppi
11143	81620	ppi
8658	8658	ppi
8658	4012	ppi
23557	282991	ppi
23557	8518	ppi
9019	5781	ppi
10592	10051	ppi
10592	54892	ppi
9372	4088	ppi
9372	4087	ppi
9530	196513	ppi
9530	7132	ppi
10412	51154	ppi
4850	7322	ppi
4850	7324	ppi
4850	4850	ppi
10775	10557	ppi
23641	8204	ppi
23641	468	ppi
160	10928	ppi
160	1213	ppi
160	163	ppi
6780	2332	ppi
6780	6128	ppi
6780	6175	ppi
6780	9045	ppi
6780	6187	ppi
6780	5976	ppi
6780	6780	ppi
6780	8575	ppi
9113	6789	ppi
9113	26524	ppi
7920	113878	ppi
11319	55011	ppi
30008	6449	ppi
8915	8915	ppi
8915	1147	ppi
216	216	ppi
2353	1649	ppi
2353	3726	ppi
2353	468	ppi
2353	6772	ppi
2353	9612	ppi
2353	2353	ppi
2353	7407	ppi
2353	84916	ppi
2353	54874	ppi
2353	4088	ppi
3265	11186	ppi
3265	369	ppi
3265	5894	ppi
3265	83593	ppi
3265	23179	ppi
3265	5863	ppi
3265	5290	ppi
3265	4301	ppi
3265	673	ppi
3845	6235	ppi
3845	29079	ppi
3845	10174	ppi
3949	3949	ppi
7039	6868	ppi
7039	6640	ppi
3458	3458	ppi
259	259	ppi
2495	2495	ppi
5894	3320	ppi
5894	7531	ppi
5894	5515	ppi
5894	5894	ppi
5894	3845	ppi
5894	9521	ppi
5894	51	ppi
5894	10048	ppi
4914	4914	ppi
4914	5335	ppi
4914	2885	ppi
4914	23327	ppi
4914	7189	ppi
4914	3320	ppi
2771	2773	ppi
292	4792	ppi
9636	3320	ppi
9636	5052	ppi
9636	6772	ppi
9636	6897	ppi
6181	6230	ppi
6181	6201	ppi
